scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs,pumping_objective_abs_diff_cfs,total_pumping_abs_diff_cfs,depletion_abs_diff_cfs,streamflow_abs_diff_cfs
baseline_T,1.0,1700.0,,gen=40_member=6722_pso,50,13108.9,29.2066292,13108.9,29.2066292,1.65561,6.944389999999999,13108.890627812632,29.206608318766545,13108.890627812632,29.206608318766545,48392.79062781263,107.81913751876654,327,86,lpr:total_combined:bdpl,1.6556098007990303,6.944390199200969,2.0881233453451387e-05,2.0881233453451387e-05,1.9920096971937085e-07,1.9920096949732624e-07
baseline_T,1.0,1700.0,,gen=48_member=8113_pso,50,16612.9,37.0135412,16612.9,37.0135412,4.2324,4.3676,16612.892695433202,37.01352492542517,16612.892695433202,37.01352492542517,51896.79269543321,115.62605412542518,327,86,lpr:total_combined:bdpl,4.232401729996877,4.367598270003123,1.627457482555883e-05,1.627457482555883e-05,1.7299968764206142e-06,1.7299968773087926e-06
baseline_T,1.0,1700.0,,gen=48_member=8218_pso,50,16437.9,36.6236412,16437.9,36.6236412,4.03399,4.56601,16437.898572598093,36.62363801974855,16437.898572598093,36.62363801974855,51721.7985725981,115.23616721974857,327,86,lpr:total_combined:bdpl,4.033988191639938,4.566011808360062,3.1802514541823257e-06,3.1802514541823257e-06,1.8083600625828922e-06,1.8083600616947137e-06
baseline_T,1.0,1700.0,,gen=42_member=7058_pso,50,8000.5,17.825114,8000.5,17.825114,0.864582,7.735417999999999,8000.501335844605,17.82511697626178,8000.501335844605,17.82511697626178,43284.40133584461,96.4376461762618,327,86,lpr:total_combined:bdpl,0.8645822572117029,7.735417742788297,2.976261779252809e-06,2.976261779252809e-06,2.572117029364662e-07,2.572117026033993e-07
baseline_T,1.0,1700.0,,gen=48_member=8245_pso,50,16552.5,36.87897,16552.5,36.87897,4.17121,4.428789999999999,16552.462486135883,36.87888641911074,16552.462486135883,36.87888641911074,51836.36248613589,115.49141561911075,327,86,lpr:total_combined:bdpl,4.1712068907145685,4.428793109285431,8.358088926030405e-05,8.358088926030405e-05,3.109285431790454e-06,3.109285431790454e-06
baseline_T,1.0,1700.0,,gen=41_member=6922_pso,50,14414.7,32.1159516,14414.7,32.1159516,2.24821,6.351789999999999,14414.68617782016,32.11592080418332,14414.68617782016,32.11592080418332,49698.586177820165,110.72845000418332,327,86,lpr:total_combined:bdpl,2.248210831838707,6.351789168161293,3.0795816684303645e-05,3.0795816684303645e-05,8.318387072492328e-07,8.318387063610544e-07
baseline_T,1.0,1700.0,,gen=41_member=6885_pso,50,7606.89,16.94815092,7606.89,16.94815092,0.828565,7.771434999999999,7606.8867677638145,16.94814371857778,7606.8867677638145,16.94814371857778,42890.78676776381,95.56067291857778,327,86,lpr:total_combined:bdpl,0.8285654379401006,7.771434562059899,7.2014222212146706e-06,7.2014222212146706e-06,4.379401006282535e-07,4.379401001841643e-07
baseline_T,1.0,1700.0,,gen=37_member=6262_pso,50,11388.2,25.3729096,11388.2,25.3729096,1.2425,7.3575,11388.151134235766,25.372800727077287,11388.151134235766,25.372800727077287,46672.05113423576,103.98532992707726,327,86,lpr:total_combined:bdpl,1.2424981099154595,7.35750189008454,0.00010887292271277715,0.00010887292271277715,1.8900845404346e-06,1.8900845404346e-06
baseline_T,1.0,1700.0,,gen=39_member=6554_pso,50,10285.0,22.91498,10285.0,22.91498,1.07599,7.52401,10284.979691111876,22.91493475179726,10284.979691111876,22.91493475179726,45568.87969111188,101.52746395179726,327,86,lpr:total_combined:bdpl,1.0759853155948564,7.524014684405143,4.5248202738434884e-05,4.5248202738434884e-05,4.684405143562387e-06,4.684405143784431e-06
baseline_T,1.0,1700.0,,gen=44_member=7409_pso,50,13027.9,29.0261612,13027.9,29.0261612,1.61819,6.981809999999999,13027.906198178654,29.02617500954204,13027.906198178654,29.02617500954204,48311.806198178645,107.638704209542,327,86,lpr:total_combined:bdpl,1.6181922753542444,6.981807724645755,1.3809542039666667e-05,1.3809542039666667e-05,2.2753542443521013e-06,2.275354244574146e-06
baseline_T,1.0,1700.0,,gen=33_member=5597_pso,50,9167.62,20.425457360000003,9167.62,20.425457360000003,0.993719,7.606280999999999,9167.61535240611,20.42544700516081,9167.61535240611,20.42544700516081,44451.51535240611,99.03797620516082,327,86,lpr:total_combined:bdpl,0.9937193119614058,7.606280688038594,1.0354839194093302e-05,1.0354839194093302e-05,3.1196140581890575e-07,3.1196140515277193e-07
baseline_T,1.0,1700.0,,gen=35_member=5926_pso,50,12907.8,28.7585784,12907.8,28.7585784,1.60584,6.99416,12907.758626244162,28.75848621927199,12907.758626244162,28.75848621927199,48191.65862624416,107.371015419272,327,86,lpr:total_combined:bdpl,1.6058441235180438,6.994155876481956,9.218072801076005e-05,9.218072801076005e-05,4.123518043908092e-06,4.123518044352181e-06
baseline_T,1.0,1700.0,,gen=42_member=7147_pso,50,16510.5,36.785394,16510.5,36.785394,4.12536,4.47464,16510.539615080983,36.78548226240043,16510.539615080983,36.78548226240043,51794.43961508098,115.39801146240043,327,86,lpr:total_combined:bdpl,4.125357521076862,4.474642478923138,8.826240043191547e-05,8.826240043191547e-05,2.4789231378719023e-06,2.4789231378719023e-06
baseline_T,1.0,1700.0,,gen=47_member=7992_pso,50,16742.9,37.3031812,16742.9,37.3031812,4.41535,4.18465,16742.901021820653,37.30318347661641,16742.901021820653,37.30318347661641,52026.801021820655,115.91571267661642,327,86,lpr:total_combined:bdpl,4.415352874721832,4.184647125278167,2.2766164136100997e-06,2.2766164136100997e-06,2.8747218321356627e-06,2.874721833023841e-06
baseline_T,1.0,1700.0,,gen=44_member=7479_pso,50,13342.5,29.72709,13342.5,29.72709,1.7727,6.827299999999999,13342.45643112823,29.726992928553692,13342.45643112823,29.726992928553692,48626.35643112823,108.3395221285537,327,86,lpr:total_combined:bdpl,1.7727044994457113,6.827295500554288,9.707144630866082e-05,9.707144630866082e-05,4.49944571134786e-06,4.499445711125816e-06
baseline_T,1.0,1700.0,,gen=46_member=7840_pso,50,12494.8,27.8384144,12494.8,27.8384144,1.46259,7.137409999999999,12494.774325072109,27.838357196260656,12494.774325072109,27.838357196260656,47778.67432507211,106.45088639626066,327,86,lpr:total_combined:bdpl,1.4625932530033692,7.13740674699663,5.7203739345368376e-05,5.7203739345368376e-05,3.2530033691191562e-06,3.2530033688971116e-06
baseline_T,1.0,1700.0,,gen=36_member=6076_pso,50,16639.0,37.071692,16639.0,37.071692,4.31441,4.28559,16638.98292029259,37.07165394641189,16638.98292029259,37.07165394641189,51922.88292029259,115.6841831464119,327,86,lpr:total_combined:bdpl,4.314408249931125,4.285591750068875,3.8053588106379266e-05,3.8053588106379266e-05,1.750068874706301e-06,1.750068874706301e-06
baseline_T,1.0,1700.0,,gen=39_member=6576_pso,50,11030.9,24.5768452,11030.9,24.5768452,1.21064,7.38936,11030.877123997438,24.57679423226629,11030.877123997438,24.57679423226629,46314.77712399744,103.18932343226628,327,86,lpr:total_combined:bdpl,1.2106413178735036,7.389358682126496,5.096773370993901e-05,5.096773370993901e-05,1.3178735036589728e-06,1.3178735036589728e-06
baseline_T,1.0,1700.0,,gen=46_member=7833_pso,50,13587.9,30.2738412,13587.9,30.2738412,1.83739,6.76261,13587.891582341546,30.273822445456965,13587.891582341546,30.273822445456965,48871.791582341546,108.88635164545695,327,86,lpr:total_combined:bdpl,1.837394816219615,6.762605183780384,1.875454303501556e-05,1.875454303501556e-05,4.816219614900419e-06,4.8162196151224634e-06
baseline_T,1.0,1700.0,,gen=36_member=6039_pso,50,15366.6,34.2367848,15366.6,34.2367848,2.88658,5.713419999999999,15366.588834231065,34.236759922666806,15366.588834231065,34.236759922666806,50650.488834231066,112.84928912266682,327,86,lpr:total_combined:bdpl,2.8865790925389523,5.713420907461048,2.487733319611607e-05,2.487733319611607e-05,9.074610476389466e-07,9.074610485271251e-07
baseline_T,1.0,1700.0,,gen=45_member=7630_pso,50,9099.38,20.27341864,9099.38,20.27341864,0.964314,7.635686,9099.382966194604,20.273425248681576,9099.382966194604,20.273425248681576,44383.2829661946,98.88595444868156,327,86,lpr:total_combined:bdpl,0.9643142048409978,7.635685795159002,6.608681577091602e-06,6.608681577091602e-06,2.0484099783057985e-07,2.0484099749751294e-07
baseline_T,1.0,1700.0,,gen=41_member=7002_pso,50,14118.5,31.456018,14118.5,31.456018,2.09323,6.50677,14118.496438410091,31.456010064777686,14118.496438410091,31.456010064777686,49402.3964384101,110.0685392647777,327,86,lpr:total_combined:bdpl,2.0932333142827297,6.50676668571727,7.935222313903978e-06,7.935222313903978e-06,3.314282729593998e-06,3.3142827300380873e-06
baseline_T,1.0,1700.0,,gen=44_member=7416_pso,50,10116.5,22.539562,10116.5,22.539562,1.03735,7.56265,10116.468954449134,22.53949283051267,10116.468954449134,22.53949283051267,45400.368954449135,101.15202203051268,327,86,lpr:total_combined:bdpl,1.0373456001592622,7.562654399840738,6.916948732893502e-05,6.916948732893502e-05,4.399840737745464e-06,4.399840737967509e-06
baseline_T,1.0,1700.0,,gen=48_member=8130_pso,50,13598.1,30.2965668,13598.1,30.2965668,1.8663,6.7337,13598.135306696122,30.29664546331896,13598.135306696122,30.29664546331896,48882.035306696125,108.90917466331896,327,86,lpr:total_combined:bdpl,1.8663016796690663,6.733698320330934,7.866331895911571e-05,7.866331895911571e-05,1.6796690662790326e-06,1.679669066056988e-06
baseline_T,1.0,1700.0,,gen=42_member=7150_pso,50,10331.4,23.0183592,10331.4,23.0183592,1.08725,7.51275,10331.394060382165,23.018345966531463,10331.394060382165,23.018345966531463,45615.29406038216,101.63087516653144,327,86,lpr:total_combined:bdpl,1.087248915729321,7.512751084270679,1.323346853610019e-05,1.323346853610019e-05,1.0842706790192835e-06,1.0842706794633727e-06
baseline_T,1.0,1700.0,,gen=46_member=7861_pso,50,16417.4,36.5779672,16417.4,36.5779672,4.0076,4.5924,16417.395088623984,36.57795625745423,16417.395088623984,36.57795625745423,51701.29508862399,115.19048545745424,327,86,lpr:total_combined:bdpl,4.007601081757205,4.592398918242795,1.0942545770831202e-05,1.0942545770831202e-05,1.0817572047017165e-06,1.0817572047017165e-06
baseline_T,1.0,1700.0,,gen=47_member=8013_pso,50,10857.2,24.1898416,10857.2,24.1898416,1.14776,7.45224,10857.21987356665,24.18988587830649,10857.21987356665,24.18988587830649,46141.11987356664,102.80241507830648,327,86,lpr:total_combined:bdpl,1.147762321088277,7.452237678911723,4.42783064897867e-05,4.42783064897867e-05,2.321088277135175e-06,2.321088277135175e-06
baseline_T,1.0,1700.0,,gen=34_member=5833_pso,50,16631.7,37.0554276,16631.7,37.0554276,4.29346,4.30654,16631.71757138718,37.05546674905064,16631.71757138718,37.05546674905064,51915.61757138718,115.66799594905063,327,86,lpr:total_combined:bdpl,4.293456493397734,4.3065435066022655,3.914905063595597e-05,3.914905063595597e-05,3.5066022654461904e-06,3.5066022654461904e-06
baseline_T,1.0,1700.0,,gen=29_member=4835_pso,50,13986.9,31.1628132,13986.9,31.1628132,2.02499,6.57501,13986.934975559145,31.16289112554577,13986.934975559145,31.16289112554577,49270.83497555914,109.77542032554577,327,86,lpr:total_combined:bdpl,2.024985639976596,6.575014360023404,7.792554577079613e-05,7.792554577079613e-05,4.360023403648938e-06,4.360023404537117e-06
baseline_T,1.0,1700.0,,gen=43_member=7309_pso,50,12730.0,28.36244,12730.0,28.36244,1.53641,7.06359,12729.974511114962,28.362383210764136,12729.974511114962,28.362383210764136,48013.87451111496,106.97491241076412,327,86,lpr:total_combined:bdpl,1.5364104025504484,7.063589597449552,5.678923586316387e-05,5.678923586316387e-05,4.0255044830850295e-07,4.025504471982799e-07
baseline_T,1.0,1700.0,,gen=42_member=7162_pso,50,15379.6,34.2657488,15379.6,34.2657488,2.92099,5.67901,15379.57539657168,34.265693983561704,15379.57539657168,34.265693983561704,50663.47539657169,112.87822318356172,327,86,lpr:total_combined:bdpl,2.9209899539452198,5.67901004605478,5.481643829341465e-05,5.481643829341465e-05,4.605478043373523e-08,4.605478043373523e-08
baseline_T,1.0,1700.0,,gen=43_member=7394_pso,50,13330.1,29.6994628,13330.1,29.6994628,1.74092,6.85908,13330.062566207302,29.69937939750987,13330.062566207302,29.69937939750987,48613.96256620731,108.31190859750988,327,86,lpr:total_combined:bdpl,1.7409232462479096,6.85907675375209,8.340249013016887e-05,8.340249013016887e-05,3.2462479095940466e-06,3.2462479095940466e-06
baseline_T,1.0,1700.0,,gen=47_member=7994_pso,50,12436.2,27.7078536,12436.2,27.7078536,1.42551,7.17449,12436.24831050038,27.707961235794844,12436.24831050038,27.707961235794844,47720.14831050039,106.32049043579484,327,86,lpr:total_combined:bdpl,1.4255099966871652,7.174490003312835,0.00010763579484418528,0.00010763579484418528,3.312834895297101e-09,3.312835339386311e-09
baseline_T,1.0,1700.0,,gen=48_member=8212_pso,50,11449.2,25.5088176,11449.2,25.5088176,1.2664,7.3336,11449.242432093595,25.50891213870453,11449.242432093595,25.50891213870453,46733.14243209359,104.12144133870451,327,86,lpr:total_combined:bdpl,1.266398238769936,7.333601761230064,9.453870453057789e-05,9.453870453057789e-05,1.761230064012409e-06,1.761230064012409e-06
baseline_T,1.0,1700.0,,gen=34_member=5718_pso,50,8625.66,19.21797048,8625.66,19.21797048,0.92753,7.67247,8625.662075736527,19.217975104740983,8625.662075736527,19.217975104740983,43909.562075736525,97.83050430474096,327,86,lpr:total_combined:bdpl,0.9275296888087196,7.672470311191279,4.624740981284958e-06,4.624740981284958e-06,3.111912804110162e-07,3.1119127896772625e-07
baseline_T,1.0,1700.0,,gen=40_member=6749_pso,50,14377.8,32.0337384,14377.8,32.0337384,2.22633,6.37367,14377.837728554165,32.03382245921868,14377.837728554165,32.03382245921868,49661.73772855416,110.64635165921868,327,86,lpr:total_combined:bdpl,2.226329000439628,6.373670999560371,8.405921868614996e-05,8.405921868614996e-05,9.995603718060408e-07,9.995603713619516e-07
baseline_T,1.0,1700.0,,gen=45_member=7712_pso,50,14346.7,31.9644476,14346.7,31.9644476,2.20694,6.39306,14346.687350816374,31.96441941761888,14346.687350816374,31.96441941761888,49630.58735081638,110.57694861761888,327,86,lpr:total_combined:bdpl,2.206943643436204,6.393056356563795,2.8182381118568856e-05,2.8182381118568856e-05,3.6434362042925272e-06,3.6434362051807057e-06
baseline_T,1.0,1700.0,,gen=49_member=8286_pso,50,14311.4,31.8857992,14311.4,31.8857992,2.18552,6.414479999999999,14311.376485293918,31.88574680923485,14311.376485293918,31.88574680923485,49595.27648529392,110.49827600923484,327,86,lpr:total_combined:bdpl,2.1855188028063663,6.414481197193633,5.2390765151955065e-05,5.2390765151955065e-05,1.197193633561966e-06,1.1971936340060552e-06
baseline_T,1.0,1700.0,,gen=47_member=7987_pso,50,14514.3,32.3378604,14514.3,32.3378604,2.30822,6.291779999999999,14514.340355287972,32.3379503115816,14514.340355287972,32.3379503115816,49798.240355287984,110.95047951158162,327,86,lpr:total_combined:bdpl,2.308223392273641,6.291776607726359,8.991158160398527e-05,8.991158160398527e-05,3.3922736411007293e-06,3.39227364065664e-06
baseline_T,1.0,1700.0,,gen=42_member=7104_pso,50,16665.4,37.1305112,16665.4,37.1305112,4.35228,4.247719999999999,16665.416399962523,37.1305477391165,16665.416399962523,37.1305477391165,51949.316399962525,115.7430769391165,327,86,lpr:total_combined:bdpl,4.352276475860758,4.247723524139242,3.653911650047803e-05,3.653911650047803e-05,3.5241392426499374e-06,3.5241392426499374e-06
baseline_T,1.0,1700.0,,gen=44_member=7536_pso,50,10532.7,23.4668556,10532.7,23.4668556,1.11985,7.48015,10532.695635614367,23.46684587614881,10532.695635614367,23.46684587614881,45816.595635614365,102.0793750761488,327,86,lpr:total_combined:bdpl,1.119851808944549,7.48014819105545,9.723851189136212e-06,9.723851189136212e-06,1.808944549042124e-06,1.808944549708258e-06
baseline_T,1.0,1700.0,,gen=38_member=6480_pso,50,14096.6,31.4072248,14096.6,31.4072248,2.07448,6.52552,14096.558826721668,31.40713306593588,14096.558826721668,31.40713306593588,49380.45882672166,110.01966226593586,327,86,lpr:total_combined:bdpl,2.0744810502582167,6.525518949741783,9.173406412088525e-05,9.173406412088525e-05,1.0502582168392394e-06,1.0502582172833286e-06
baseline_T,1.0,1700.0,,gen=43_member=7269_pso,50,16532.0,36.833296,16532.0,36.833296,4.14372,4.45628,16532.04655021134,36.83339971387087,16532.04655021134,36.83339971387087,51815.94655021134,115.44592891387086,327,86,lpr:total_combined:bdpl,4.14371619026555,4.456283809734449,0.00010371387087104722,0.00010371387087104722,3.8097344496890173e-06,3.8097344496890173e-06
baseline_T,1.0,1700.0,,gen=35_member=5948_pso,50,16640.0,37.07392,16640.0,37.07392,4.33924,4.260759999999999,16639.96688179718,37.07384621264411,16639.96688179718,37.07384621264411,51923.86688179718,115.68637541264413,327,86,lpr:total_combined:bdpl,4.339241874247068,4.260758125752932,7.3787355887589e-05,7.3787355887589e-05,1.8742470677679535e-06,1.8742470677679535e-06
baseline_T,1.0,1700.0,,gen=29_member=4871_pso,50,8008.75,17.843495,8008.75,17.843495,0.881544,7.718456,8008.750981927178,17.843497187733753,8008.750981927178,17.843497187733753,43292.65098192718,96.45602638773376,327,86,lpr:total_combined:bdpl,0.8815436349096046,7.718456365090395,2.1877337523790175e-06,2.1877337523790175e-06,3.6509039536003485e-07,3.6509039524901254e-07
baseline_T,1.0,1700.0,,gen=36_member=6031_pso,50,14065.7,31.3383796,14065.7,31.3383796,2.05415,6.54585,14065.705021342765,31.338390787551678,14065.705021342765,31.338390787551678,49349.605021342766,109.95091998755169,327,86,lpr:total_combined:bdpl,2.054152766640796,6.545847233359204,1.1187551677949159e-05,1.1187551677949159e-05,2.766640796014741e-06,2.766640795570652e-06
baseline_T,1.0,1700.0,,gen=39_member=6689_pso,50,13203.1,29.4165068,13203.1,29.4165068,1.67871,6.92129,13203.060227037016,29.416418185838467,13203.060227037016,29.416418185838467,48486.96022703701,108.02894738583844,327,86,lpr:total_combined:bdpl,1.6787094998114656,6.921290500188534,8.861416153393975e-05,8.861416153393975e-05,5.001885343691725e-07,5.001885341471279e-07
baseline_T,1.0,1700.0,,gen=46_member=7811_pso,50,13845.6,30.8479968,13845.6,30.8479968,1.95962,6.64038,13845.605065443777,30.84800808580873,13845.605065443777,30.84800808580873,49129.50506544377,109.46053728580873,327,86,lpr:total_combined:bdpl,1.9596188640199477,6.640381135980052,1.128580872844509e-05,1.128580872844509e-05,1.135980052247021e-06,1.1359800513588425e-06
baseline_T,1.0,1700.0,,gen=36_member=6150_pso,50,13245.2,29.5103056,13245.2,29.5103056,1.71536,6.884639999999999,13245.184447487673,29.51027094900253,13245.184447487673,29.51027094900253,48529.08444748768,108.12280014900254,327,86,lpr:total_combined:bdpl,1.715362470532215,6.884637529467785,3.465099747046452e-05,3.465099747046452e-05,2.4705322150264664e-06,2.4705322143603325e-06
baseline_T,1.0,1700.0,,gen=28_member=4698_pso,50,8808.14,19.62453592,8808.14,19.62453592,0.948853,7.651147,8808.139466235341,19.62453473077234,8808.139466235341,19.62453473077234,44092.03946623534,98.23706393077234,327,86,lpr:total_combined:bdpl,0.9488534751048376,7.651146524895162,1.1892276603475693e-06,1.1892276603475693e-06,4.751048376938627e-07,4.751048381379519e-07
baseline_T,1.0,1700.0,,gen=45_member=7580_pso,50,13204.6,29.4198488,13204.6,29.4198488,1.6928,6.9072,13204.56632136084,29.41977376399195,13204.56632136084,29.41977376399195,48488.46632136084,108.03230296399194,327,86,lpr:total_combined:bdpl,1.692796757945654,6.907203242054345,7.503600804881216e-05,7.503600804881216e-05,3.2420543460975892e-06,3.2420543458755446e-06
baseline_T,1.0,1700.0,,gen=37_member=6318_pso,50,16318.9,36.3585092,16318.9,36.3585092,3.89263,4.707369999999999,16318.897656289148,36.35850397821222,16318.897656289148,36.35850397821222,51602.79765628914,114.9710331782122,327,86,lpr:total_combined:bdpl,3.8926304214774334,4.707369578522565,5.221787780840259e-06,5.221787780840259e-06,4.2147743339882027e-07,4.214774342869987e-07
baseline_T,1.0,1700.0,,gen=39_member=6634_pso,50,16717.5,37.24659,16717.5,37.24659,4.3792,4.2208,16717.491001829752,37.24656995207669,16717.491001829752,37.24656995207669,52001.39100182976,115.8590991520767,327,86,lpr:total_combined:bdpl,4.379201393789328,4.220798606210672,2.0047923307231486e-05,2.0047923307231486e-05,1.3937893283966218e-06,1.3937893275084434e-06
baseline_T,1.0,1700.0,,gen=46_member=7788_pso,50,14602.0,32.533256,14602.0,32.533256,2.35444,6.245559999999999,14601.962573339591,32.533172613400616,14601.962573339591,32.533172613400616,49885.86257333959,111.1457018134006,327,86,lpr:total_combined:bdpl,2.354441589637516,6.245558410362484,8.338659938544879e-05,8.338659938544879e-05,1.5896375162860465e-06,1.589637514953779e-06
baseline_T,1.0,1700.0,,gen=46_member=7881_pso,50,12205.1,27.1929628,12205.1,27.1929628,1.37653,7.22347,12205.05494399434,27.192862415219388,12205.05494399434,27.192862415219388,47488.95494399434,105.80539161521938,327,86,lpr:total_combined:bdpl,1.376534935137965,7.223465064862035,0.00010038478061247247,0.00010038478061247247,4.935137964956482e-06,4.935137964956482e-06
baseline_T,1.0,1700.0,,gen=27_member=4566_pso,50,15351.3,34.2026964,15351.3,34.2026964,2.87573,5.72427,15351.282202197252,34.20265674649548,15351.282202197252,34.20265674649548,50635.18220219726,112.8151859464955,327,86,lpr:total_combined:bdpl,2.87572560211735,5.72427439788265,3.965350452261873e-05,3.965350452261873e-05,4.397882650053475e-06,4.397882650053475e-06
baseline_T,1.0,1700.0,,gen=39_member=6698_pso,50,15045.0,33.52026,15045.0,33.52026,2.6497,5.9503,15044.951065128147,33.52015097310551,15044.951065128147,33.52015097310551,50328.85106512816,112.13268017310553,327,86,lpr:total_combined:bdpl,2.6497013934446474,5.950298606555352,0.00010902689449210357,0.00010902689449210357,1.393444647224129e-06,1.3934446485563967e-06
baseline_T,1.0,1700.0,,gen=41_member=6986_pso,50,16053.7,35.7676436,16053.7,35.7676436,3.58673,5.01327,16053.70357045494,35.767651554973604,16053.70357045494,35.767651554973604,51337.60357045494,114.3801807549736,327,86,lpr:total_combined:bdpl,3.586730385344672,5.013269614655328,7.954973604284987e-06,7.954973604284987e-06,3.853446717272391e-07,3.853446726154175e-07
baseline_T,1.0,1700.0,,gen=41_member=6973_pso,50,15780.7,35.1593996,15780.7,35.1593996,3.28388,5.31612,15780.734547738595,35.15947657236159,15780.734547738595,35.15947657236159,51064.63454773859,113.77200577236158,327,86,lpr:total_combined:bdpl,3.283884959892168,5.316115040107832,7.697236159032173e-05,7.697236159032173e-05,4.959892168088231e-06,4.959892168088231e-06
baseline_T,1.0,1700.0,,gen=27_member=4568_pso,50,14613.4,32.5586552,14613.4,32.5586552,2.37042,6.22958,14613.413220266508,32.558684654753776,14613.413220266508,32.558684654753776,49897.31322026651,111.17121385475376,327,86,lpr:total_combined:bdpl,2.370423148131909,6.2295768518680905,2.9454753779134535e-05,2.9454753779134535e-05,3.148131908936591e-06,3.1481319098247695e-06
